node1,node2,interaction,distance,Log2(interaction + 1),p_value,betweenness_centrality_sum_normalized,degree_centrality_sum_normalized,interaction_normalized,SSC score
B9H01_00450,B9H01_00520,61.8835,5566.0,5.974609612931061,0.004958035367318953,0.011760368807151374,0.27611940298507465,1.2160744278022668e-05,0.5136409327600434
B9H01_00450,B9H01_00525,61.8835,6108.0,5.974609612931061,0.004958035367318953,0.011760368807151374,0.27611940298507465,1.2160744278022668e-05,0.5136409327600434
B9H01_00020,B9H01_07025,61.887,699024.0,5.974689908908964,0.00495714202761313,0.290223112659559,0.4776119402985075,1.248865340724558e-05,0.36965447957394293
B9H01_00025,B9H01_07025,61.887,699331.0,5.974689908908964,0.00495714202761313,0.290223112659559,0.4776119402985075,1.248865340724558e-05,0.36965447957394293
B9H01_01915,B9H01_02020,61.8893,28785.0,5.974742672404065,0.00495714202761313,0.2153437817552018,0.3582089552238806,1.2704136549305384e-05,0.427939260560895
B9H01_00075,B9H01_00210,61.8933,11779.0,5.9748344304082,0.00495714202761313,0.020011959326639586,0.15671641791044777,1.3078889839846473e-05,0.5469867183848097
B9H01_07520,B9H01_07525,61.8994,104.0,5.974974350129397,0.00495714202761313,0.0,0.0,1.3650388607919749e-05,0.6000054601554431
B9H01_01790,B9H01_01805,61.9034,1209.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01790,B9H01_01810,61.9034,1993.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01790,B9H01_01815,61.9034,2501.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01795,B9H01_01805,61.9034,900.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01795,B9H01_01810,61.9034,1684.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01795,B9H01_01815,61.9034,2192.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01800,B9H01_01805,61.9034,12.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01800,B9H01_01810,61.9034,796.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_01800,B9H01_01815,61.9034,1304.0,5.975066093400064,0.004948208630554898,0.05042203176139864,0.05970149253731344,1.4025141898459104e-05,0.5669685527671458
B9H01_08610,B9H01_08640,61.9034,3098.0,5.975066093400064,0.004948208630554898,0.023767141000019337,0.12686567164179102,1.4025141898459104e-05,0.5548157662642161
B9H01_05835,B9H01_08335,61.9093,477905.0,5.975201404076132,0.004945528611437428,0.2634668057820107,0.5970149253731344,1.4577903002005628e-05,0.3418613118146573
B9H01_05840,B9H01_08335,61.9093,476919.0,5.975201404076132,0.004945528611437428,0.2634668057820107,0.5970149253731344,1.4577903002005628e-05,0.3418613118146573
B9H01_04785,B9H01_04800,61.9118,1265.0,5.975258735280559,0.004944635271731605,0.0220575314448431,0.05223880597014925,1.481212380859305e-05,0.5777170236250257
B9H01_00995,B9H01_01005,61.921,962.0,5.975469694496278,0.004943741932025782,0.0067103972280423314,0.02985074626865672,1.5674056376834868e-05,0.589037926573541
B9H01_00995,B9H01_01010,61.921,1295.0,5.975469694496278,0.004943741932025782,0.0067103972280423314,0.02985074626865672,1.5674056376834868e-05,0.589037926573541
B9H01_10370,B9H01_10495,61.9352,23205.0,5.975795244920771,0.004942848592319958,0.043350431179617066,0.44776119402985076,1.7004430558252397e-05,0.4526733142093829
B9H01_04500,B9H01_05385,61.9502,179419.0,5.976139056446425,0.004941955252614135,0.020537016067145128,0.10447761194029852,1.8409755397777797e-05,0.562502975499926
B9H01_04505,B9H01_05385,61.9502,179134.0,5.976139056446425,0.004941955252614135,0.020537016067145128,0.10447761194029852,1.8409755397777797e-05,0.562502975499926
B9H01_04510,B9H01_05385,61.9502,178899.0,5.976139056446425,0.004941955252614135,0.020537016067145128,0.10447761194029852,1.8409755397777797e-05,0.562502975499926
B9H01_08940,B9H01_08955,61.9562,2200.0,5.9762765581183315,0.004941955252614135,0.02334593960792668,0.08208955223880597,1.8971885333587263e-05,0.5683769412001136
B9H01_08945,B9H01_08955,61.9562,1767.0,5.9762765581183315,0.004941955252614135,0.024889561674998447,0.08955223880597016,1.8971885333587263e-05,0.5656750486098429
B9H01_05125,B9H01_08815,61.9588,708721.0,5.976336138106528,0.004941061912908312,0.0426392698246157,0.16417910447761191,1.9215474972438494e-05,0.5379621738993206
B9H01_10050,B9H01_10065,61.9616,818.0,5.976400298419156,0.004940168573202489,0.031926628356755304,0.06716417910447763,1.9477802275816476e-05,0.5702805488825404
B9H01_10055,B9H01_10065,61.9616,508.0,5.976400298419156,0.004940168573202489,0.031926628356755304,0.06716417910447763,1.9477802275816476e-05,0.5702805488825404
B9H01_00430,B9H01_00505,61.9653,6490.0,5.976485077313146,0.004936595214379196,0.03316513277178075,0.3507462686567165,1.982444906956614e-05,0.48483450935107864
B9H01_00430,B9H01_00510,61.9653,7047.0,5.976485077313146,0.004936595214379196,0.03316513277178075,0.3507462686567165,1.982444906956614e-05,0.48483450935107864
B9H01_00435,B9H01_00505,61.9653,6225.0,5.976485077313146,0.004936595214379196,0.03316513277178075,0.3507462686567165,1.982444906956614e-05,0.48483450935107864
B9H01_00435,B9H01_00510,61.9653,6782.0,5.976485077313146,0.004936595214379196,0.03316513277178075,0.3507462686567165,1.982444906956614e-05,0.48483450935107864
B9H01_01460,B9H01_01495,61.9671,9758.0,5.976526319298113,0.004935701874673373,0.03310158459339956,0.04477611940298508,1.99930880503095e-05,0.5766446860363047
B9H01_02495,B9H01_02735,61.9685,40941.0,5.976558395582457,0.004933915195261727,0.25422159943576694,0.49253731343283585,2.0124251701997622e-05,0.3759803758400999
B9H01_02500,B9H01_02735,61.9685,40214.0,5.976558395582457,0.004933915195261727,0.25422159943576694,0.49253731343283585,2.0124251701997622e-05,0.3759803758400999
B9H01_02605,B9H01_02625,61.9789,3370.0,5.976796654227881,0.004933021855555903,0.03403195920362762,0.12686567164179102,2.1098610257402547e-05,0.5517391501904773
B9H01_10370,B9H01_10470,61.9849,17423.0,5.976934093242136,0.004933021855555903,0.04096577829720816,0.5,2.1660740193212014e-05,0.4377189308069148
B9H01_06530,B9H01_06545,62.0036,2861.0,5.977362360861208,0.00493212851585008,0.026424581848766022,0.10447761194029852,2.341271182648621e-05,0.5607387069480112
B9H01_04730,B9H01_04745,62.0134,907.0,5.977586749815543,0.004931235176144256,0.04171826676979825,0.06716417910447763,2.4330857388309146e-05,0.5673449985806724
B9H01_06280,B9H01_06305,62.0145,3250.0,5.977611934152424,0.004928555157026787,0.01303220460933344,0.0746268656716418,2.4433914543207577e-05,0.5737120524815247
B9H01_08490,B9H01_08505,62.0193,1114.0,5.977721824296173,0.004927661817320963,0.0019073803814722312,0.052238805970149266,2.488361849185567e-05,0.5837660975419103
B9H01_00235,B9H01_10390,62.0232,58200.0,5.977811103875066,0.004925875137909317,0.11019174360828082,0.5597014925373135,2.524900295013295e-05,0.39904212875750167
B9H01_00235,B9H01_10395,62.0232,57779.0,5.977811103875066,0.004925875137909317,0.1105383530194237,0.5671641791044776,2.524900295013295e-05,0.39669933996400963
B9H01_00430,B9H01_00480,62.0316,4716.0,5.97800337958946,0.0049240884584976705,0.027921888160818503,0.2686567164179105,2.603598486026603e-05,0.5110368330203253
B9H01_00435,B9H01_00480,62.0316,4451.0,5.97800337958946,0.0049240884584976705,0.027921888160818503,0.2686567164179105,2.603598486026603e-05,0.5110368330203253
B9H01_01665,B9H01_01685,62.0336,2398.0,5.978049155744688,0.0049240884584976705,0.006756602894868772,0.06716417910447763,2.622336150553614e-05,0.5778342547447983
B9H01_01670,B9H01_01685,62.0336,1939.0,5.978049155744688,0.0049240884584976705,0.006756602894868772,0.06716417910447763,2.622336150553614e-05,0.5778342547447983
B9H01_09750,B9H01_10100,62.0342,71976.0,5.978062888308031,0.0049240884584976705,0.7048010936287935,0.7014925373134328,2.627957449911726e-05,0.17812242254713176
B9H01_06445,B9H01_06455,62.0391,2494.0,5.978175032682834,0.004923195118791847,0.04062565920151814,0.11194029850746269,2.6738647280029164e-05,0.5542409081462177
B9H01_05405,B9H01_05720,62.0494,52121.0,5.978410736318839,0.0049205150996743776,0.545665273867457,0.7014925373134329,2.7703637003169412e-05,0.22586373810053434
B9H01_05410,B9H01_05720,62.0494,51208.0,5.978410736318839,0.0049205150996743776,0.548748076746184,0.708955223880597,2.7703637003169412e-05,0.222700091266767
B9H01_08595,B9H01_08600,62.0583,44.0,5.978614371558959,0.0049187284202627315,0.013944377603803567,0.052238805970149266,2.8537463074621537e-05,0.5801564599130439
B9H01_09785,B9H01_09795,62.0721,1890.0,5.978930063757567,0.0049187284202627315,0.028418499266037105,0.08955223880597016,2.983036192698383e-05,0.5646207107231686
B9H01_05065,B9H01_05075,62.0745,1293.0,5.978984959697665,0.004917835080556908,0.0167978452553396,0.06716417910447763,3.005521390130831e-05,0.5748234147776153
B9H01_05385,B9H01_08030,62.081,505887.0,5.979133625713401,0.004916941740851085,0.025217125874415738,0.08955223880597016,3.0664187998435954e-05,0.5655814562710836
B9H01_08740,B9H01_08745,62.1054,608.0,5.97969155841354,0.004916941740851085,0.03833600013651561,0.06716417910447763,3.295018307072992e-05,0.5683631263009302
B9H01_01130,B9H01_01155,62.1157,3035.0,5.9799270144340335,0.004915155061439439,0.005445903604552009,0.0373134328358209,3.391517279387017e-05,0.5871857651370057
B9H01_01130,B9H01_01160,62.1157,3317.0,5.9799270144340335,0.004915155061439439,0.017133118427213323,0.04477611940298508,3.391517279387017e-05,0.5814407947200579
B9H01_01135,B9H01_01155,62.1157,2573.0,5.9799270144340335,0.004915155061439439,0.005445903604552009,0.0373134328358209,3.391517279387017e-05,0.5871857651370057
B9H01_01135,B9H01_01160,62.1157,2855.0,5.9799270144340335,0.004915155061439439,0.017133118427213323,0.04477611940298508,3.391517279387017e-05,0.5814407947200579
B9H01_02395,B9H01_07080,62.132,945904.0,5.980299550793858,0.004915155061439439,0.409113622470388,0.5522388059701492,3.544229245282075e-05,0.31160844838482
B9H01_04775,B9H01_04835,62.1471,10739.0,5.980644575350119,0.004914261721733615,0.008468292959206413,0.05223880597014925,3.6856986124609095e-05,0.5818026131156431
B9H01_03945,B9H01_03955,62.1492,1181.0,5.980692552362687,0.004911581702616146,0.02452393435405837,0.08208955223880597,3.7053731602143015e-05,0.5680307755147815
B9H01_03945,B9H01_03960,62.1492,2319.0,5.980692552362687,0.004911581702616146,0.02452393435405837,0.07462686567164178,3.7053731602143015e-05,0.5702695814849308
B9H01_03945,B9H01_03965,62.1492,3119.0,5.980692552362687,0.004911581702616146,0.02452393435405837,0.08208955223880597,3.7053731602143015e-05,0.5680307755147815
B9H01_10350,B9H01_10390,62.1539,7070.0,5.9807999237050415,0.004910688362910322,0.023493515747063525,0.35820895522388063,3.74940667185273e-05,0.4855042563354041
B9H01_10350,B9H01_10395,62.1539,7521.0,5.9807999237050415,0.004910688362910322,0.0238401251582064,0.3656716417910448,3.74940667185273e-05,0.48316146754191197
B9H01_10355,B9H01_10390,62.1539,6393.0,5.9807999237050415,0.004910688362910322,0.023493515747063525,0.35820895522388063,3.74940667185273e-05,0.4855042563354041
B9H01_10355,B9H01_10395,62.1539,6844.0,5.9807999237050415,0.004910688362910322,0.0238401251582064,0.3656716417910448,3.74940667185273e-05,0.48316146754191197
B9H01_00820,B9H01_10135,62.1663,202200.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00820,B9H01_10140,62.1663,201325.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00820,B9H01_10145,62.1663,200853.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00825,B9H01_10135,62.1663,202480.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00825,B9H01_10140,62.1663,201605.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00825,B9H01_10145,62.1663,201133.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00830,B9H01_10135,62.1663,202892.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00830,B9H01_10140,62.1663,202017.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_00830,B9H01_10145,62.1663,201545.0,5.981083162942543,0.00490175496585209,0.05714165820044842,0.24626865671641796,3.865580191920147e-05,0.5089923678457077
B9H01_08950,B9H01_08960,62.1675,701.0,5.981110570240497,0.00490175496585209,0.019393901456587613,0.05223880597014925,3.876822790636284e-05,0.5785256950631414
B9H01_07600,B9H01_07610,62.1685,551.0,5.981133409257735,0.00490175496585209,0.0689163764694807,0.09701492537313433,3.886191622899833e-05,0.5502361542137071
B9H01_03300,B9H01_03370,62.1807,12376.0,5.98141201615914,0.00490175496585209,0.28463817146970843,0.4029850746268657,4.000491376514575e-05,0.3937290281365338
B9H01_00355,B9H01_00375,62.1889,3191.0,5.981599246305503,0.00490175496585209,0.0027347115802734074,0.04477611940298508,4.077315801075208e-05,0.5857630599682268
B9H01_00360,B9H01_00375,62.1889,1831.0,5.981599246305503,0.00490175496585209,0.0027347115802734074,0.04477611940298508,4.077315801075208e-05,0.5857630599682268
B9H01_05185,B9H01_05210,62.2047,3258.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.08208955223880597,4.225343350838535e-05,0.5722764282937565
B9H01_05185,B9H01_05215,62.2047,4375.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.08208955223880597,4.225343350838535e-05,0.5722764282937565
B9H01_05190,B9H01_05210,62.2047,2440.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.0746268656716418,4.225343350838535e-05,0.5745152342639057
B9H01_05190,B9H01_05215,62.2047,3557.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.0746268656716418,4.225343350838535e-05,0.5745152342639057
B9H01_05195,B9H01_05210,62.2047,1785.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.08208955223880597,4.225343350838535e-05,0.5722764282937565
B9H01_05195,B9H01_05215,62.2047,2902.0,5.981959938330491,0.004896394927617151,0.010378691360017015,0.08208955223880597,4.225343350838535e-05,0.5722764282937565
B9H01_00085,B9H01_00205,62.2078,9534.0,5.98203069643792,0.004895501587911327,0.03659549721372325,0.17910447761194032,4.254386730855389e-05,0.5353070250992243
B9H01_04190,B9H01_04210,62.2137,2354.0,5.982165355506946,0.004895501587911327,0.01160400461019609,0.04477611940298508,4.3096628412100414e-05,0.5831032014474105
B9H01_00420,B9H01_00440,62.2184,1448.0,5.982272617297192,0.00489371490849968,0.03718234106672378,0.23134328358208955,4.35369635284847e-05,0.5194597273907674
B9H01_00425,B9H01_00440,62.2184,662.0,5.982272617297192,0.00489371490849968,0.03718234106672378,0.23134328358208955,4.35369635284847e-05,0.5194597273907674
B9H01_02475,B9H01_02510,62.2189,6475.0,5.982284027656642,0.004891928229088034,0.009303047496378466,0.0746268656716418,4.358380768980201e-05,0.5748384595726698
B9H01_02480,B9H01_02510,62.2189,5953.0,5.982284027656642,0.004891928229088034,0.009303047496378466,0.0746268656716418,4.358380768980201e-05,0.5748384595726698
B9H01_08260,B9H01_08310,62.2289,10671.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08260,B9H01_08315,62.2289,10981.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08260,B9H01_08320,62.2289,11387.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08265,B9H01_08310,62.2289,9884.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08265,B9H01_08315,62.2289,10194.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08265,B9H01_08320,62.2289,10600.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08270,B9H01_08310,62.2289,9473.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08270,B9H01_08315,62.2289,9783.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_08270,B9H01_08320,62.2289,10189.0,5.9825122158962,0.0048901415496763875,0.016334699419401025,0.11940298507462686,4.4520690916152565e-05,0.559296502928158
B9H01_01585,B9H01_04335,62.2308,559248.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01585,B9H01_04340,62.2308,560186.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01585,B9H01_04345,62.2308,560890.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01590,B9H01_04335,62.2308,558486.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01590,B9H01_04340,62.2308,559424.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01590,B9H01_04345,62.2308,560128.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01595,B9H01_04335,62.2308,558153.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01595,B9H01_04340,62.2308,559091.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_01595,B9H01_04345,62.2308,559795.0,5.9825555675818025,0.004886568190853095,0.15669437442244433,0.4850746268656716,4.469869872915887e-05,0.4074871790930569
B9H01_02580,B9H01_02605,62.2324,4388.0,5.982592073254054,0.004885674851147271,0.01154529945120824,0.08208955223880597,4.484860004537461e-05,0.571927483933014
