gene,cid
VC_A0635,3
VC_A0636,3
VC_A0637,3
VC_A0638,3
VC_A0639,3
VC_A0640,3
VC_A0641,3
VC_A0642,3
VC_A0643,3
VC_A0644,3
VC_A0645,3
VC_A0646,3
VC_A0647,3
VC_A0648,3
VC_A0649,3
VC_A0650,3
VC_A0651,3
VC_A0652,3
VC_A0653,3
VC_A0654,3
VC_A0655,3
VC_A0656,3
VC_A0657,3
VC_A0658,3
VC_A0659,3
VC_A0660,3
VC_A0661,3
VC_A0662,3
VC_A0663,3
VC_A0664,3
VC_A0665,3
VC_A0666,3
VC_A0667,3
VC_A0668,3
VC_A0669,3
VC_A0670,3
VC_A0671,3
VC_A0672,3
VC_A0673,3
VC_A0001,4
VC_A0002,4
VC_A0003,4
VC_A0004,4
VC_A0005,4
VC_A0006,4
VC_A0007,4
VC_A0008,4
VC_A0009,4
VC_A0010,4
VC_A0011,4
VC_A0012,4
VC_A0013,4
VC_A0014,4
VC_A0015,4
VC_A0016,4
VC_A0017,4
VC_A0018,4
VC_A0019,4
VC_A0020,4
VC_A0021,4
VC_A0022,4
VC_A0023,4
VC_A0024,4
VC_A0025,4
VC_A0026,4
VC_A0027,4
VC_A0028,4
VC_A0029,4
VC_A0030,4
VC_A0031,4
VC_A0032,4
VC_A0684,4
VC_A0685,4
VC_A0686,4
VC_A0687,4
VC_A0688,4
VC_A0689,4
VC_A0690,4
VC_A0691,4
VC_A0693,4
VC_A0694,4
VC_A0695,4
VC_A0696,4
VC_A0697,4
VC_A0698,4
VC_A0699,4
VC_A0700,4
VC_A0701,4
VC_A0702,4
VC_A0703,4
VC_A0704,4
VC_A0705,4
VC_A0706,4
VC_A0707,4
VC_A0708,4
VC_A0709,4
VC_A0710,4
VC_A0711,4
VC_A0712,4
VC_A0713,4
VC_A0714,4
VC_A0715,4
VC_A0716,4
VC_A0717,4
VC_A0718,4
VC_A0719,4
VC_A0720,4
VC_A0721,4
VC_A0722,4
VC_A0723,4
VC_A0724,4
VC_A0725,4
VC_A0726,4
VC_A0727,4
VC_A0728,4
VC_A0729,4
VC_A0730,4
VC_A0731,4
VC_A0732,4
VC_A0733,4
VC_A0734,4
VC_A0735,4
VC_A0736,4
VC_A0737,4
VC_A0738,4
VC_A0739,4
VC_A0740,4
VC_A0741,4
VC_A0742,4
VC_A0743,4
VC_A0744,4
VC_A0746,4
VC_A0747,4
VC_A0748,4
VC_A0749,4
VC_A0750,4
VC_A0751,4
VC_A0752,4
VC_A0753,4
VC_A0754,4
VC_A0755,4
VC_A0756,4
VC_A0757,4
VC_A0758,4
VC_A0759,4
VC_A0760,4
VC_A0761,4
VC_A0762,4
VC_A0763,4
VC_A0764,4
VC_A0765,4
VC_A0766,4
VC_A0767,4
VC_A0768,4
VC_A0769,4
VC_A0770,4
VC_A0771,4
VC_A0772,4
VC_A0773,4
VC_A0774,4
VC_A0775,4
VC_A0776,4
VC_A0777,4
VC_A0778,4
VC_A0779,4
VC_A0780,4
VC_A0781,4
VC_A0782,4
VC_A0783,4
VC_A0784,4
VC_A0785,4
VC_A0786,4
VC_A0787,4
VC_A0788,4
VC_A0789,4
VC_A0790,4
VC_A0791,4
VC_A0792,4
VC_A0793,4
VC_A0794,4
VC_A0795,4
VC_A0796,4
VC_A0797,4
VC_A0798,4
VC_A0799,4
VC_A0800,4
VC_A0801,4
VC_A0802,4
VC_A0803,4
VC_A0804,4
VC_A0805,4
VC_A0806,4
VC_A0807,4
VC_A0808,4
VC_A0809,4
VC_A0810,4
VC_A0811,4
VC_A0812,4
VC_A0813,4
VC_A0814,4
VC_A0815,4
VC_A0816,4
VC_A0817,4
VC_A0818,4
VC_A0819,4
VC_A0820,4
VC_A0821,4
VC_A0822,4
VC_A0823,4
VC_A0824,4
VC_A0825,4
VC_A0826,4
VC_A0827,4
VC_A0828,4
VC_A0829,4
VC_A0830,4
VC_A0831,4
VC_A0832,4
VC_A0833,4
VC_A0834,4
VC_A0835,4
VC_A0836,4
VC_A0837,4
VC_A0838,4
VC_A0839,4
VC_A0840,4
VC_A0841,4
VC_A0842,4
VC_A0843,4
VC_A0844,4
VC_A0845,4
VC_A0846,4
VC_A0847,4
VC_A0848,4
VC_A0849,4
VC_A0850,4
VC_A0851,4
VC_A0852,4
VC_A0853,4
VC_A0854,4
VC_A0855,4
VC_A0856,4
VC_A0857,4
VC_A0858,4
VC_A0859,4
VC_A0860,4
VC_A0861,4
VC_A0862,4
VC_A0863,4
VC_A0864,4
VC_A0865,4
VC_A0866,4
VC_A0867,4
VC_A0868,4
VC_A0869,4
VC_A0870,4
VC_A0871,4
VC_A0872,4
VC_A0873,4
VC_A0874,4
VC_A0875,4
VC_A0876,4
VC_A0877,4
VC_A0878,4
VC_A0879,4
VC_A0880,4
VC_A0881,4
VC_A0882,4
VC_A0883,4
VC_A0884,4
VC_A0885,4
VC_A0886,4
VC_A0888,4
VC_A0889,4
VC_A0890,4
VC_A0891,4
VC_A0892,4
VC_A0893,4
VC_A0894,4
VC_A0895,4
VC_A0896,4
VC_A0897,4
VC_A0898,4
VC_A0899,4
VC_A0900,4
VC_A0901,4
VC_A0902,4
VC_A0903,4
VC_A0904,4
VC_A0905,4
VC_A0906,4
VC_A0907,4
VC_A0908,4
VC_A0909,4
VC_A0910,4
VC_A0911,4
VC_A0912,4
VC_A0913,4
VC_A0914,4
VC_A0915,4
VC_A0916,4
VC_A0917,4
VC_A0918,4
VC_A0919,4
VC_A0920,4
VC_A0921,4
VC_A0922,4
VC_A0923,4
VC_A0924,4
VC_A0925,4
VC_A0926,4
VC_A0927,4
VC_A0928,4
VC_A0929,4
VC_A0930,4
VC_A0931,4
VC_A0932,4
VC_A0933,4
VC_A0934,4
VC_A0935,4
VC_A0936,4
VC_A0937,4
VC_A0939,4
VC_A0940,4
VC_A0941,4
VC_A0942,4
VC_A0943,4
VC_A0944,4
VC_A0945,4
VC_A0946,4
VC_A0947,4
VC_A0948,4
VC_A0949,4
VC_A0950,4
VC_A0951,4
VC_A0952,4
VC_A0953,4
VC_A0954,4
VC_A0955,4
VC_A0956,4
VC_A0957,4
VC_A0958,4
VC_A0959,4
VC_A0960,4
VC_A0961,4
VC_A0962,4
VC_A0963,4
VC_A0964,4
VC_A0965,4
VC_A0966,4
VC_A0967,4
VC_A0968,4
VC_A0969,4
VC_A0970,4
VC_A0971,4
VC_A0972,4
VC_A0973,4
VC_A0974,4
VC_A0975,4
VC_A0976,4
VC_A0977,4
VC_A0978,4
VC_A0979,4
VC_A0980,4
VC_A0981,4
VC_A0982,4
VC_A0983,4
VC_A0984,4
VC_A0985,4
VC_A0986,4
VC_A0987,4
VC_A0988,4
VC_A0989,4
VC_A0990,4
VC_A0991,4
VC_A0992,4
VC_A0993,4
VC_A0994,4
VC_A0995,4
VC_A0996,4
VC_A0997,4
VC_A0998,4
VC_A0999,4
VC_A1000,4
VC_A1001,4
VC_A1002,4
VC_A1003,4
VC_A1004,4
VC_A1005,4
VC_A1006,4
VC_A1007,4
VC_A1008,4
VC_A1009,4
VC_A1010,4
VC_A1011,4
VC_A1012,4
VC_A1013,4
VC_A1014,4
VC_A1015,4
VC_A1016,4
VC_A1017,4
VC_A1018,4
VC_A1019,4
VC_A1020,4
VC_A1021,4
VC_A1022,4
VC_A1023,4
VC_A1024,4
VC_A1025,4
VC_A1026,4
VC_A1027,4
VC_A1028,4
VC_A1029,4
VC_A1030,4
VC_A1032,4
VC_A1033,4
VC_A1034,4
VC_A1035,4
VC_A1037,4
VC_A1038,4
VC_A1039,4
VC_A1040,4
VC_A1041,4
VC_A1042,4
VC_A1043,4
VC_A1044,4
VC_A1045,4
VC_A1046,4
VC_A1047,4
VC_A1048,4
VC_A1049,4
VC_A1050,4
VC_A1051,4
VC_A1052,4
VC_A1053,4
VC_A1054,4
VC_A1055,4
VC_A1056,4
VC_A1057,4
VC_A1058,4
VC_A1059,4
VC_A1060,4
VC_A1061,4
VC_A1062,4
VC_A1063,4
VC_A1064,4
VC_A1065,4
VC_A1066,4
VC_A1067,4
VC_A1068,4
VC_A1069,4
VC_A1070,4
VC_A1071,4
VC_A1072,4
VC_A1074,4
VC_A1075,4
VC_A1076,4
VC_A1077,4
VC_A1078,4
VC_A1079,4
VC_A1080,4
VC_A1081,4
VC_A1082,4
VC_A1083,4
VC_A1084,4
VC_A1085,4
VC_A1086,4
VC_A1087,4
VC_A1088,4
VC_A1090,4
VC_A1091,4
VC_A1092,4
VC_A1093,4
VC_A1094,4
VC_A1095,4
VC_A1096,4
VC_A1097,4
VC_A1098,4
VC_A1099,4
VC_A1100,4
VC_A1101,4
VC_A1102,4
VC_A1103,4
VC_A1105,4
VC_A1106,4
VC_A1107,4
VC_A1108,4
VC_A1109,4
VC_A1110,4
VC_A1111,4
VC_A1112,4
VC_A1113,4
VC_A1114,4
VC_A1115,4
VC_A0033,boundary
VC_A0034,boundary
VC_A0035,boundary
VC_A0036,boundary
VC_A0037,boundary
VC_A0038,boundary
VC_A0039,boundary
VC_A0040,boundary
VC_A0041,boundary
VC_A0228,boundary
VC_A0229,boundary
VC_A0230,boundary
VC_A0231,boundary
VC_A0233,boundary
VC_A0234,boundary
VC_A0235,boundary
VC_A0236,boundary
VC_A0237,boundary
VC_A0238,boundary
VC_A0563,boundary
VC_A0564,boundary
VC_A0565,boundary
VC_A0566,boundary
VC_A0567,boundary
VC_A0568,boundary
VC_A0569,boundary
VC_A0570,boundary
VC_A0571,boundary
VC_A0572,boundary
VC_A0675,boundary
VC_A0676,boundary
VC_A0677,boundary
VC_A0678,boundary
VC_A0679,boundary
VC_A0680,boundary
VC_A0681,boundary
VC_A0682,boundary
VC_A0683,boundary
