node1,node2,interaction,distance,Log2(interaction + 1),p_value
VC_1777,VC_1819,72.053419,30831.0,6.190879889598784,0.005
VC_1778,VC_1818,72.053419,30189.0,6.190879889598784,0.005
VC_1778,VC_1819,72.053419,30302.0,6.190879889598784,0.005
VC_1779,VC_1818,72.053419,29173.0,6.190879889598784,0.005
VC_1779,VC_1819,72.053419,29286.0,6.190879889598784,0.005
VC_0287,VC_1126,72.092569,896484.0,6.191652836061082,0.005
VC_1406,VC_1445,72.159346,41967.0,6.192970273216556,0.005
VC_1407,VC_1445,72.159346,40592.0,6.192970273216556,0.005
VC_0770,VC_0803,72.22017,33381.0,6.194169218132009,0.005
VC_0770,VC_0804,72.22017,34333.0,6.194169218132009,0.005
VC_0770,VC_0805,72.22017,34698.0,6.194169218132009,0.005
VC_A0782,VC_A0785,72.236024,2064.0,6.194481563914634,0.005
VC_A0783,VC_A0785,72.236024,1466.0,6.194481563914634,0.005
VC_1831,VC_1833,72.259134,853.0,6.194936741862175,0.005
VC_A0805,VC_A0867,72.286718,68776.0,6.1954798524304335,0.005
VC_A0805,VC_A0868,72.286718,69619.0,6.1954798524304335,0.005
VC_1751,VC_1752,72.374538,763.0,6.197207609263956,0.005
VC_1751,VC_1753,72.374538,1052.0,6.197207609263956,0.005
VC_A0102,VC_A0112,72.383886,11378.0,6.197391398553769,0.005
VC_0538,VC_0545,72.397198,5563.0,6.197653082905916,0.005
VC_0703,VC_0864,72.553766,175387.0,6.200727305170054,0.005
VC_0703,VC_0865,72.553766,176014.0,6.200727305170054,0.005
VC_A0256,VC_A0271,72.564614,13157.0,6.2009400638455086,0.005
VC_A0256,VC_A0272,72.564614,13562.0,6.2009400638455086,0.005
VC_A0257,VC_A0271,72.564614,11727.0,6.2009400638455086,0.005
VC_A0257,VC_A0272,72.564614,12132.0,6.2009400638455086,0.005
VC_A0781,VC_A0804,72.608806,20272.0,6.20180646460134,0.005
VC_0664,VC_0666,72.619986,2122.0,6.202025570258175,0.005
VC_0664,VC_0667,72.619986,2474.0,6.202025570258175,0.005
VC_A0034,VC_A1007,72.635121,155491.0,6.202322133005174,0.005
VC_0642,VC_0643,72.659579,24.0,6.202801246450998,0.005
VC_A0101,VC_A1069,72.704811,160068.0,6.203686887604045,0.005
VC_1916,VC_2013,72.757507,100365.0,6.204717988459394,0.005
VC_1917,VC_2013,72.757507,99883.0,6.204717988459394,0.005
VC_0495,VC_0821,72.783344,350442.0,6.205223271056043,0.005
VC_0496,VC_0821,72.783344,349789.0,6.205223271056043,0.005
VC_A0264,VC_A0271,72.79845,8052.0,6.205518610349231,0.005
VC_A0264,VC_A0272,72.79845,8457.0,6.205518610349231,0.005
VC_A0473,VC_A0681,72.936835,198422.0,6.208221382562725,0.005
VC_A0473,VC_A0682,72.936835,199876.0,6.208221382562725,0.005
VC_A0148,VC_A0804,72.958422,487664.0,6.208642538165691,0.005
VC_A0456,VC_A0540,72.960326,69198.0,6.208679678709336,0.005
VC_A0457,VC_A0540,72.960326,68212.0,6.208679678709336,0.005
VC_1747,VC_1766,72.964281,26390.0,6.208756824209382,0.005
VC_0850,VC_1405,73.020262,580164.0,6.2098483370565924,0.005
VC_0851,VC_1405,73.020262,579676.0,6.2098483370565924,0.005
VC_0045,VC_1496,73.104449,1395974.0,6.211488254929378,0.005
VC_0046,VC_1496,73.104449,1396939.0,6.211488254929378,0.005
VC_0371,VC_2765,73.143217,395312.0,6.212242808496787,0.005
VC_1540,VC_1600,73.168168,60091.0,6.212728228875065,0.005
VC_1127,VC_1864,73.177043,808247.0,6.212900852155815,0.005
VC_A0513,VC_A0556,73.185205,48340.0,6.213059588992096,0.005
VC_A0513,VC_A0557,73.185205,49164.0,6.213059588992096,0.005
VC_A0436,VC_A0503,73.219972,38478.0,6.213735551656178,0.005
VC_A0436,VC_A0504,73.219972,38753.0,6.213735551656178,0.005
VC_A0436,VC_A0505,73.219972,39153.0,6.213735551656178,0.005
VC_A0437,VC_A0503,73.219972,38056.0,6.213735551656178,0.005
VC_A0437,VC_A0504,73.219972,38331.0,6.213735551656178,0.005
VC_A0437,VC_A0505,73.219972,38731.0,6.213735551656178,0.005
VC_1054,VC_1261,73.259748,210510.0,6.214508514311538,0.005
VC_1054,VC_1262,73.259748,211907.0,6.214508514311538,0.005
VC_0734,VC_0860,73.278005,134720.0,6.2148631619746695,0.005
VC_0734,VC_0861,73.278005,135951.0,6.2148631619746695,0.005
VC_1494,VC_1502,73.292034,10093.0,6.2151356202566355,0.005
VC_0860,VC_0869,73.307398,5267.0,6.215433946655181,0.005
VC_0861,VC_0869,73.307398,4864.0,6.215433946655181,0.005
VC_2093,VC_2094,73.323373,52.0,6.215744071580348,0.005
VC_1048,VC_1054,73.358369,3687.0,6.216423220962164,0.005
VC_1049,VC_1054,73.358369,2709.0,6.216423220962164,0.005
VC_1738,VC_1866,73.443594,131853.0,6.218075802632797,0.005
VC_1739,VC_1866,73.443594,131542.0,6.218075802632797,0.005
VC_1680,VC_2679,73.444589,1032368.0,6.218095085312413,0.005
VC_1680,VC_2680,73.444589,1032684.0,6.218095085312413,0.005
VC_A0439,VC_A0459,73.452423,13293.0,6.218246895920416,0.005
VC_A0439,VC_A0460,73.452423,13996.0,6.218246895920416,0.005
VC_A0439,VC_A0461,73.452423,14474.0,6.218246895920416,0.005
VC_A0439,VC_A0462,73.452423,14735.0,6.218246895920416,0.005
VC_A0440,VC_A0459,73.452423,12694.0,6.218246895920416,0.005
VC_A0440,VC_A0460,73.452423,13397.0,6.218246895920416,0.005
VC_A0440,VC_A0461,73.452423,13875.0,6.218246895920416,0.005
VC_A0440,VC_A0462,73.452423,14136.0,6.218246895920416,0.005
VC_A0441,VC_A0459,73.452423,11645.0,6.218246895920416,0.005
VC_A0441,VC_A0460,73.452423,12348.0,6.218246895920416,0.005
VC_A0441,VC_A0461,73.452423,12826.0,6.218246895920416,0.005
VC_A0441,VC_A0462,73.452423,13087.0,6.218246895920416,0.005
VC_0545,VC_0601,73.506368,47195.0,6.219291831729315,0.005
VC_0821,VC_0929,73.526626,110870.0,6.219684041743136,0.005
VC_0605,VC_0642,73.571893,46802.0,6.220560059544796,0.005
VC_0606,VC_0642,73.571893,46286.0,6.220560059544796,0.005
VC_1253,VC_1298,73.580793,52765.0,6.2207322319169265,0.005
VC_1254,VC_1298,73.580793,52386.0,6.2207322319169265,0.005
VC_2201,VC_2205,73.590954,2312.0,6.220928773482309,0.005
VC_2201,VC_2206,73.590954,2853.0,6.220928773482309,0.005
VC_2202,VC_2205,73.590954,1375.0,6.220928773482309,0.005
VC_2202,VC_2206,73.590954,1916.0,6.220928773482309,0.005
VC_1548,VC_1558,73.593427,8253.0,6.220976604023449,0.005
VC_0423,VC_0485,73.603686,60568.0,6.221175007439577,0.005
VC_2291,VC_2300,73.604722,7319.0,6.221195041592912,0.005
VC_2292,VC_2300,73.604722,6679.0,6.221195041592912,0.005
VC_1364,VC_1404,73.641465,41471.0,6.221905397361778,0.005
VC_A0885,VC_A0985,73.642289,95230.0,6.221921323819706,0.005
VC_0150,VC_0326,73.65583,198348.0,6.222183022141602,0.005
VC_A0822,VC_A1017,73.725014,196132.0,6.22351935708486,0.005
VC_A0823,VC_A1017,73.725014,195719.0,6.22351935708486,0.005
VC_1923,VC_1925,73.745621,498.0,6.223917155848422,0.005
VC_A0053,VC_A0101,73.785544,46241.0,6.224687519879037,0.005
VC_A0054,VC_A0101,73.785544,46003.0,6.224687519879037,0.005
VC_0565,VC_0647,73.788904,90783.0,6.224752336502505,0.005
VC_1208,VC_1294,73.817042,88837.0,6.225295022867915,0.005
VC_1209,VC_1294,73.817042,88233.0,6.225295022867915,0.005
VC_1210,VC_1294,73.817042,87280.0,6.225295022867915,0.005
VC_1642,VC_1664,73.960194,27302.0,6.228052781642143,0.005
VC_1147,VC_1961,73.968665,893550.0,6.228215806556571,0.005
VC_0968,VC_0972,73.984088,4752.0,6.228512575842215,0.005
VC_1471,VC_1494,74.037282,23674.0,6.22953566639553,0.005
VC_1472,VC_1494,74.037282,23514.0,6.22953566639553,0.005
VC_0642,VC_2053,74.08285,1434023.0,6.230411508013392,0.005
VC_0642,VC_2054,74.08285,1433820.0,6.230411508013392,0.005
VC_1898,VC_1899,74.147664,169.0,6.23165635288135,0.005
VC_0765,VC_0860,74.200671,106850.0,6.232673629716519,0.005
VC_0765,VC_0861,74.200671,108081.0,6.232673629716519,0.005
VC_0766,VC_0860,74.200671,105529.0,6.232673629716519,0.005
VC_0766,VC_0861,74.200671,106760.0,6.232673629716519,0.005
VC_0268,VC_0328,74.289018,66125.0,6.234367537043552,0.005
VC_0269,VC_0328,74.289018,64563.0,6.234367537043552,0.005
VC_A0157,VC_A0446,74.320646,224451.0,6.234973468405618,0.005
VC_1441,VC_1451,74.344579,11994.0,6.2354318093493095,0.005
VC_0337,VC_1749,74.560601,1432985.0,6.2395622716834085,0.005
VC_0337,VC_1750,74.560601,1431853.0,6.2395622716834085,0.005
VC_0338,VC_1749,74.560601,1434024.0,6.2395622716834085,0.005
VC_0338,VC_1750,74.560601,1432892.0,6.2395622716834085,0.005
VC_0061,VC_0062,74.561807,3.0,6.2395852979207795,0.005
VC_0864,VC_0981,74.581023,116033.0,6.239952140701943,0.005
VC_0864,VC_0982,74.581023,116683.0,6.239952140701943,0.005
VC_0865,VC_0981,74.581023,115856.0,6.239952140701943,0.005
VC_0865,VC_0982,74.581023,116506.0,6.239952140701943,0.005
VC_0477,VC_0544,74.591153,66643.0,6.240145489784728,0.005
VC_0864,VC_1005,74.64094,146403.0,6.241095386849177,0.005
VC_0865,VC_1005,74.64094,146226.0,6.241095386849177,0.005
VC_A0345,VC_A0362,74.661504,9285.0,6.241487549463596,0.005
VC_A0626,VC_A0651,74.722426,22892.0,6.242648727826793,0.005
VC_A0626,VC_A0652,74.722426,23745.0,6.242648727826793,0.005
VC_A0627,VC_A0651,74.722426,22240.0,6.242648727826793,0.005
VC_A0627,VC_A0652,74.722426,23093.0,6.242648727826793,0.005
VC_0930,VC_1343,74.761596,433432.0,6.243394817945935,0.005
VC_0329,VC_2005,74.794744,1147448.0,6.24402590280821,0.005
VC_0240,VC_0242,74.80314,1841.0,6.244185705402496,0.005
VC_0241,VC_0242,74.80314,2.0,6.244185705402496,0.005
VC_A0053,VC_A0055,74.814843,279.0,6.244408421201282,0.005
VC_A0054,VC_A0055,74.814843,41.0,6.244408421201282,0.005
VC_2384,VC_2484,74.8295,114982.0,6.244687305079992,0.005
VC_2385,VC_2484,74.8295,113549.0,6.244687305079992,0.005
VC_0384,VC_0984,74.844339,648419.0,6.2449695970285735,0.005
VC_0801,VC_0802,74.958345,346.0,6.247136566905789,0.005
VC_1579,VC_1595,74.979629,16833.0,6.247540762389549,0.005
VC_A0706,VC_A0896,75.014968,200727.0,6.248211620459176,0.005
VC_A0706,VC_A0897,75.014968,202229.0,6.248211620459176,0.005
VC_1441,VC_2276,75.06008,891924.0,6.249067551283457,0.005
VC_1441,VC_2277,75.06008,893268.0,6.249067551283457,0.005
VC_1387,VC_1405,75.06047,17138.0,6.249074948720108,0.005
VC_2637,VC_2638,75.100448,71.0,6.249833041723619,0.005
VC_2637,VC_2639,75.100448,1522.0,6.249833041723619,0.005
VC_0120,VC_2765,75.114817,123479.0,6.250105420254171,0.005
VC_1144,VC_1295,75.13952,157794.0,6.250573569754671,0.005
VC_A0058,VC_A0068,75.158713,11018.0,6.250937193751102,0.005
VC_A0059,VC_A0068,75.158713,10573.0,6.250937193751102,0.005
VC_A0707,VC_A0983,75.21527,279929.0,6.25200817064057,0.005
VC_A0383,VC_A0458,75.314207,43533.0,6.25387975562317,0.005
VC_A0384,VC_A0458,75.314207,43381.0,6.25387975562317,0.005
VC_A0385,VC_A0458,75.314207,42852.0,6.25387975562317,0.005
VC_A0386,VC_A0458,75.314207,42609.0,6.25387975562317,0.005
VC_1598,VC_1601,75.452761,2483.0,6.256496698619699,0.005
VC_1599,VC_1601,75.452761,806.0,6.256496698619699,0.005
VC_2414,VC_2449,75.490373,42163.0,6.257206277998029,0.005
VC_2414,VC_2450,75.490373,42352.0,6.257206277998029,0.005
VC_0651,VC_2646,75.525473,835350.0,6.257868151890794,0.005
VC_A0484,VC_A0513,75.530718,19080.0,6.257967029766207,0.005
VC_2097,VC_2098,75.566051,95.0,6.258632945123112,0.005
VC_1428,VC_1429,75.613647,285.0,6.259529493637993,0.005
VC_1428,VC_1430,75.613647,1120.0,6.259529493637993,0.005
VC_1428,VC_1431,75.613647,1925.0,6.259529493637993,0.005
VC_0329,VC_2037,75.682046,1111013.0,6.260816925825019,0.005
VC_0329,VC_2038,75.682046,1109774.0,6.260816925825019,0.005
VC_0895,VC_0983,75.699024,91748.0,6.2611363143454435,0.005
VC_0336,VC_0363,75.701775,26848.0,6.261188059239653,0.005
VC_0336,VC_0364,75.701775,27030.0,6.261188059239653,0.005
VC_0336,VC_0365,75.701775,27288.0,6.261188059239653,0.005
VC_1572,VC_2406,75.744447,891507.0,6.26199046002306,0.005
VC_1573,VC_2406,75.744447,890106.0,6.26199046002306,0.005
VC_A0738,VC_A0880,75.806112,147074.0,6.263149215745714,0.005
VC_A0738,VC_A0881,75.806112,147479.0,6.263149215745714,0.005
VC_A0738,VC_A0882,75.806112,147886.0,6.263149215745714,0.005
VC_A0739,VC_A0880,75.806112,146748.0,6.263149215745714,0.005
VC_A0739,VC_A0881,75.806112,147153.0,6.263149215745714,0.005
VC_A0739,VC_A0882,75.806112,147560.0,6.263149215745714,0.005
VC_A0740,VC_A0880,75.806112,146081.0,6.263149215745714,0.005
VC_A0740,VC_A0881,75.806112,146486.0,6.263149215745714,0.005
VC_A0740,VC_A0882,75.806112,146893.0,6.263149215745714,0.005
VC_A0855,VC_A0880,75.807799,25623.0,6.263180903325546,0.005
VC_A0855,VC_A0881,75.807799,26028.0,6.263180903325546,0.005
VC_A0855,VC_A0882,75.807799,26435.0,6.263180903325546,0.005
VC_A0856,VC_A0880,75.807799,24943.0,6.263180903325546,0.005
VC_A0856,VC_A0881,75.807799,25348.0,6.263180903325546,0.005
VC_A0856,VC_A0882,75.807799,25755.0,6.263180903325546,0.005
VC_A0857,VC_A0880,75.807799,24782.0,6.263180903325546,0.005
VC_A0857,VC_A0881,75.807799,25187.0,6.263180903325546,0.005
VC_A0857,VC_A0882,75.807799,25594.0,6.263180903325546,0.005
VC_A0085,VC_A0265,75.869808,185635.0,6.264345159893461,0.005
VC_A0085,VC_A0266,75.869808,186075.0,6.264345159893461,0.005
VC_A0069,VC_A0072,75.998528,1944.0,6.266758960598808,0.005
VC_A0069,VC_A0073,75.998528,2842.0,6.266758960598808,0.005
VC_A0945,VC_A1103,76.001327,162767.0,6.266811403549743,0.005
VC_A0946,VC_A1103,76.001327,161012.0,6.266811403549743,0.005
VC_1188,VC_1258,76.044531,66710.0,6.267620645667513,0.005
VC_1429,VC_1609,76.056533,195874.0,6.267845371253,0.005
VC_1430,VC_1609,76.056533,195081.0,6.267845371253,0.005
VC_1431,VC_1609,76.056533,194420.0,6.267845371253,0.005
VC_A0478,VC_A0635,76.077393,150063.0,6.268235870859643,0.005
VC_0687,VC_0845,76.081158,171096.0,6.268306340474138,0.005
VC_0218,VC_0325,76.084398,111776.0,6.268366980892847,0.005
VC_0219,VC_0325,76.084398,111595.0,6.268366980892847,0.005
VC_0220,VC_0325,76.084398,110886.0,6.268366980892847,0.005
VC_A0656,VC_A0663,76.108953,5957.0,6.268826473819082,0.005
VC_1361,VC_1397,76.138267,36023.0,6.269374829412626,0.005
VC_0099,VC_2765,76.141408,106664.0,6.269433573445164,0.005
VC_0556,VC_0575,76.295956,14415.0,6.272321031529565,0.005
VC_0556,VC_0576,76.295956,15252.0,6.272321031529565,0.005
VC_A0101,VC_A1012,76.323146,218034.0,6.272828431689813,0.005
VC_1540,VC_1541,76.423195,203.0,6.274693939013928,0.005
VC_2128,VC_2499,76.502806,401504.0,6.276176639196831,0.005
VC_A0896,VC_A0898,76.535805,726.0,6.276790776463233,0.005
VC_A0897,VC_A0898,76.535805,13.0,6.276790776463233,0.005
VC_0086,VC_2694,76.53766,183281.0,6.276825291708005,0.005
VC_0087,VC_2694,76.53766,183533.0,6.276825291708005,0.005
VC_A0211,VC_A0883,76.558592,463848.0,6.277214707859457,0.005
VC_A0166,VC_A0314,76.607086,139543.0,6.278116480164937,0.005
VC_A0166,VC_A0315,76.607086,139800.0,6.278116480164937,0.005
VC_A0167,VC_A0314,76.607086,138466.0,6.278116480164937,0.005
VC_A0167,VC_A0315,76.607086,138723.0,6.278116480164937,0.005
VC_A0069,VC_A0221,76.649598,162679.0,6.2789065505378305,0.005
VC_A0069,VC_A0222,76.649598,163708.0,6.2789065505378305,0.005
VC_1543,VC_1760,76.68213,240768.0,6.279510854067582,0.005
VC_1544,VC_1760,76.68213,240151.0,6.279510854067582,0.005
VC_1545,VC_1760,76.68213,239747.0,6.279510854067582,0.005
VC_A0686,VC_A0710,76.699481,31063.0,6.279833056953721,0.005
VC_1747,VC_1776,76.758625,43700.0,6.280930802987178,0.005
VC_A0279,VC_A0510,76.792969,138297.0,6.281567863887877,0.005
VC_A0121,VC_A0197,76.821902,75878.0,6.282104335702309,0.005
VC_A0121,VC_A0198,76.821902,77245.0,6.282104335702309,0.005
VC_A0122,VC_A0197,76.821902,75585.0,6.282104335702309,0.005
VC_A0122,VC_A0198,76.821902,76952.0,6.282104335702309,0.005
VC_0764,VC_0780,76.853336,18486.0,6.282686954712426,0.005
VC_0780,VC_2758,76.863694,853093.0,6.282878885360674,0.005
VC_2328,VC_2342,76.864847,16344.0,6.282900248527265,0.005
VC_A0068,VC_A0090,76.915369,19973.0,6.283836026423622,0.005
VC_1294,VC_1898,77.06086,671371.0,6.2865274519878325,0.005
VC_0463,VC_1249,77.111217,827632.0,6.2874578333733835,0.005
VC_0463,VC_1250,77.111217,828410.0,6.2874578333733835,0.005
VC_A0568,VC_A0579,77.1434,11643.0,6.2880521230788515,0.005
VC_A0568,VC_A0580,77.1434,11877.0,6.2880521230788515,0.005
VC_A0568,VC_A0581,77.1434,12497.0,6.2880521230788515,0.005
VC_A0569,VC_A0579,77.1434,11441.0,6.2880521230788515,0.005
VC_A0569,VC_A0580,77.1434,11675.0,6.2880521230788515,0.005
VC_A0569,VC_A0581,77.1434,12295.0,6.2880521230788515,0.005
VC_0260,VC_1405,77.16283,1229062.0,6.288410798031077,0.005
VC_1967,VC_2004,77.181916,36753.0,6.288763035997388,0.005
VC_0860,VC_1156,77.306402,300330.0,6.291058355865848,0.005
VC_0861,VC_1156,77.306402,299927.0,6.291058355865848,0.005
VC_1232,VC_1241,77.329527,7867.0,6.291484341439859,0.005
VC_1232,VC_1242,77.329527,8025.0,6.291484341439859,0.005
VC_1107,VC_1109,77.369103,1373.0,6.2922130791467845,0.005
VC_0925,VC_1168,77.375182,251665.0,6.292324982979935,0.005
VC_2197,VC_2213,77.428003,19860.0,6.293296960655481,0.005
VC_0977,VC_0996,77.52441,19939.0,6.295069292990367,0.005
VC_0978,VC_0996,77.52441,19651.0,6.295069292990367,0.005
VC_0252,VC_2732,77.619831,315808.0,6.296821357457256,0.005
VC_1900,VC_2159,77.675252,258707.0,6.297837989428768,0.005
VC_1900,VC_2160,77.675252,259264.0,6.297837989428768,0.005
VC_0081,VC_2144,77.711361,739980.0,6.298499980625509,0.005
VC_2306,VC_2600,77.734396,309886.0,6.298922125764728,0.005
VC_2307,VC_2600,77.734396,308946.0,6.298922125764728,0.005
VC_0467,VC_0821,77.872792,383226.0,6.301455808101565,0.005
VC_0468,VC_0821,77.872792,382273.0,6.301455808101565,0.005
VC_2488,VC_2527,77.931345,41555.0,6.302526428025882,0.005
VC_2488,VC_2528,77.931345,42097.0,6.302526428025882,0.005
VC_2489,VC_2527,77.931345,40793.0,6.302526428025882,0.005
VC_2489,VC_2528,77.931345,41335.0,6.302526428025882,0.005
VC_1423,VC_1428,77.970012,4040.0,6.303233004477421,0.005
VC_1424,VC_1428,77.970012,2856.0,6.303233004477421,0.005
VC_A0429,VC_A0466,77.979261,22980.0,6.3034019636146805,0.005
VC_A0429,VC_A0467,77.979261,23489.0,6.3034019636146805,0.005
VC_A0429,VC_A0468,77.979261,23800.0,6.3034019636146805,0.005
VC_A0430,VC_A0466,77.979261,22864.0,6.3034019636146805,0.005
VC_A0430,VC_A0467,77.979261,23373.0,6.3034019636146805,0.005
VC_A0430,VC_A0468,77.979261,23684.0,6.3034019636146805,0.005
VC_A0431,VC_A0466,77.979261,22375.0,6.3034019636146805,0.005
VC_A0431,VC_A0467,77.979261,22884.0,6.3034019636146805,0.005
VC_A0431,VC_A0468,77.979261,23195.0,6.3034019636146805,0.005
VC_A0432,VC_A0466,77.979261,21767.0,6.3034019636146805,0.005
VC_A0432,VC_A0467,77.979261,22276.0,6.3034019636146805,0.005
VC_A0432,VC_A0468,77.979261,22587.0,6.3034019636146805,0.005
VC_1235,VC_1257,78.038464,18943.0,6.304483005358601,0.005
VC_A0308,VC_A0376,78.257312,39371.0,6.30847213423427,0.005
VC_A0308,VC_A0377,78.257312,39783.0,6.30847213423427,0.005
VC_A0391,VC_A0478,78.309255,50524.0,6.309417326056319,0.005
VC_1263,VC_2499,78.323195,1346518.0,6.30967088286543,0.005
VC_0916,VC_0923,78.341521,7021.0,6.310004149518577,0.005
VC_0916,VC_0924,78.341521,7452.0,6.310004149518577,0.005
VC_0917,VC_0923,78.341521,5590.0,6.310004149518577,0.005
VC_0917,VC_0924,78.341521,6021.0,6.310004149518577,0.005
VC_0875,VC_1144,78.342243,273459.0,6.310017277841139,0.005
VC_2519,VC_2524,78.375155,3392.0,6.310615598888039,0.005
VC_2519,VC_2525,78.375155,3946.0,6.310615598888039,0.005
VC_2520,VC_2524,78.375155,2584.0,6.310615598888039,0.005
VC_2520,VC_2525,78.375155,3138.0,6.310615598888039,0.005
VC_0790,VC_0839,78.434914,54451.0,6.3117013488982305,0.005
VC_0791,VC_0839,78.434914,52740.0,6.3117013488982305,0.005
VC_A0345,VC_A0717,78.491026,317956.0,6.312720093950148,0.005
VC_0366,VC_0513,78.501827,159800.0,6.312916109668674,0.005
VC_0367,VC_0513,78.501827,159490.0,6.312916109668674,0.005
VC_0368,VC_0513,78.501827,159247.0,6.312916109668674,0.005
VC_1445,VC_1492,78.507562,54410.0,6.313020177184625,0.005
VC_A0656,VC_A0717,78.526766,67156.0,6.3133685990134,0.005
VC_0972,VC_1962,78.541034,1074227.0,6.313627411581357,0.005
VC_2291,VC_2293,78.632289,639.0,6.315281622826041,0.005
VC_1350,VC_1397,78.634044,45868.0,6.315313417741504,0.005
VC_1351,VC_1397,78.634044,45460.0,6.315313417741504,0.005
VC_1352,VC_1397,78.634044,45355.0,6.315313417741504,0.005
VC_2055,VC_2058,78.683298,1752.0,6.3162054550164894,0.005
VC_2055,VC_2059,78.683298,2231.0,6.3162054550164894,0.005
VC_2055,VC_2060,78.683298,2764.0,6.3162054550164894,0.005
VC_2056,VC_2058,78.683298,993.0,6.3162054550164894,0.005
VC_2056,VC_2059,78.683298,1472.0,6.3162054550164894,0.005
VC_2056,VC_2060,78.683298,2005.0,6.3162054550164894,0.005
VC_A0413,VC_A0466,78.746056,32055.0,6.3173412641730975,0.005
VC_A0413,VC_A0467,78.746056,32564.0,6.3173412641730975,0.005
VC_A0413,VC_A0468,78.746056,32875.0,6.3173412641730975,0.005
VC_A0414,VC_A0466,78.746056,31505.0,6.3173412641730975,0.005
VC_A0414,VC_A0467,78.746056,32014.0,6.3173412641730975,0.005
VC_A0414,VC_A0468,78.746056,32325.0,6.3173412641730975,0.005
VC_A0112,VC_A0113,78.785431,2.0,6.318053426009695,0.005
VC_A0587,VC_A0593,78.88463,6464.0,6.319846046653515,0.005
VC_A0587,VC_A0594,78.88463,7606.0,6.319846046653515,0.005
VC_A0587,VC_A0595,78.88463,7969.0,6.319846046653515,0.005
VC_1527,VC_1898,78.898626,401387.0,6.320098788528345,0.005
VC_1497,VC_1499,78.919991,623.0,6.320484515552026,0.005
VC_2068,VC_2342,78.934863,271099.0,6.320752956080082,0.005
VC_A0269,VC_A0325,78.951416,40144.0,6.3210516800387175,0.005
VC_A0269,VC_A0326,78.951416,40510.0,6.3210516800387175,0.005
VC_A0269,VC_A0327,78.951416,40782.0,6.3210516800387175,0.005
VC_A0269,VC_A0328,78.951416,41204.0,6.3210516800387175,0.005
VC_A0281,VC_A0510,78.971434,135297.0,6.321412852560084,0.005
VC_2642,VC_2646,78.989681,3340.0,6.321741993258126,0.005
VC_2026,VC_2030,79.054673,2388.0,6.322913713958146,0.005
VC_2027,VC_2030,79.054673,1659.0,6.322913713958146,0.005
VC_2028,VC_2030,79.054673,611.0,6.322913713958146,0.005
VC_A0275,VC_A0281,79.08308,7764.0,6.3234255562650175,0.005
VC_A0011,VC_A0061,79.090685,55552.0,6.323562553678972,0.005
VC_A0011,VC_A0062,79.090685,56907.0,6.323562553678972,0.005
VC_1353,VC_1404,79.12574,51169.0,6.324193870667419,0.005
