node1,node2,interaction,distance,Log2(interaction + 1),p_value
B9H01_07175,B9H01_07775,66.2445,104326.0,6.071344367802499,0.005
B9H01_07175,B9H01_07780,66.2445,104435.0,6.071344367802499,0.005
B9H01_07175,B9H01_07785,66.2445,105266.0,6.071344367802499,0.005
B9H01_06250,B9H01_06330,66.2473,13670.0,6.071404439065061,0.005
B9H01_09490,B9H01_10475,66.2736,200662.0,6.071968557801388,0.005
B9H01_09490,B9H01_10480,66.2736,202028.0,6.071968557801388,0.005
B9H01_01315,B9H01_01325,66.2747,980.0,6.071992147316009,0.005
B9H01_01315,B9H01_01330,66.2747,1565.0,6.071992147316009,0.005
B9H01_01315,B9H01_01335,66.2747,1746.0,6.071992147316009,0.005
B9H01_01320,B9H01_01325,66.2747,67.0,6.071992147316009,0.005
B9H01_01320,B9H01_01330,66.2747,652.0,6.071992147316009,0.005
B9H01_01320,B9H01_01335,66.2747,833.0,6.071992147316009,0.005
B9H01_00045,B9H01_10390,66.2805,36546.0,6.072116522014904,0.005
B9H01_00045,B9H01_10395,66.2805,36125.0,6.072116522014904,0.005
B9H01_00050,B9H01_10390,66.2805,36805.0,6.072116522014904,0.005
B9H01_00050,B9H01_10395,66.2805,36384.0,6.072116522014904,0.005
B9H01_00055,B9H01_10390,66.2805,37170.0,6.072116522014904,0.005
B9H01_00055,B9H01_10395,66.2805,36749.0,6.072116522014904,0.005
B9H01_00060,B9H01_10390,66.2805,37296.0,6.072116522014904,0.005
B9H01_00060,B9H01_10395,66.2805,36875.0,6.072116522014904,0.005
B9H01_04980,B9H01_05720,66.3649,137247.0,6.07392517611521,0.005
B9H01_05720,B9H01_08755,66.365,594123.0,6.073927317726004,0.005
B9H01_05720,B9H01_08760,66.365,595558.0,6.073927317726004,0.005
B9H01_03820,B9H01_09265,66.3679,1022393.0,6.073989423056169,0.005
B9H01_03825,B9H01_09265,66.3679,1022919.0,6.073989423056169,0.005
B9H01_03205,B9H01_03215,66.3705,274.0,6.074045101424129,0.005
B9H01_03205,B9H01_03220,66.3705,1627.0,6.074045101424129,0.005
B9H01_01695,B9H01_01705,66.379,1062.0,6.074227111863705,0.005
B9H01_05665,B9H01_06005,66.3838,67210.0,6.0743298840857,0.005
B9H01_05665,B9H01_06010,66.3838,67774.0,6.0743298840857,0.005
B9H01_05670,B9H01_06005,66.3838,66962.0,6.0743298840857,0.005
B9H01_05670,B9H01_06010,66.3838,67526.0,6.0743298840857,0.005
B9H01_09280,B9H01_09295,66.3879,2456.0,6.074417662894893,0.005
B9H01_06595,B9H01_06605,66.4038,647.0,6.074758022891192,0.005
B9H01_02020,B9H01_04750,66.4162,546629.0,6.075023405157287,0.005
B9H01_08650,B9H01_08655,66.4178,293.0,6.075057644474752,0.005
B9H01_08650,B9H01_08660,66.4178,712.0,6.075057644474752,0.005
B9H01_08650,B9H01_08665,66.4178,1189.0,6.075057644474752,0.005
B9H01_03930,B9H01_04035,66.4235,23142.0,6.0751796154397,0.005
B9H01_06055,B9H01_06105,66.4429,8377.0,6.075594667431691,0.005
B9H01_06060,B9H01_06105,66.4429,7520.0,6.075594667431691,0.005
B9H01_04150,B9H01_09015,66.4501,950687.0,6.075748676969685,0.005
B9H01_04155,B9H01_09015,66.4501,949854.0,6.075748676969685,0.005
B9H01_04160,B9H01_09015,66.4501,949259.0,6.075748676969685,0.005
B9H01_06105,B9H01_06120,66.4506,1953.0,6.075759371466013,0.005
B9H01_02960,B9H01_06040,66.467,615363.0,6.076110107008108,0.005
B9H01_02965,B9H01_06040,66.467,615040.0,6.076110107008108,0.005
B9H01_04865,B9H01_04885,66.4946,1313.0,6.076700176830689,0.005
B9H01_04870,B9H01_04885,66.4946,697.0,6.076700176830689,0.005
B9H01_10350,B9H01_10360,66.4947,735.0,6.076702314326092,0.005
B9H01_10350,B9H01_10365,66.4947,984.0,6.076702314326092,0.005
B9H01_10355,B9H01_10360,66.4947,58.0,6.076702314326092,0.005
B9H01_10355,B9H01_10365,66.4947,307.0,6.076702314326092,0.005
B9H01_04365,B9H01_04395,66.512,3526.0,6.077072053373769,0.005
B9H01_04370,B9H01_04395,66.512,2778.0,6.077072053373769,0.005
B9H01_04375,B9H01_04395,66.512,1874.0,6.077072053373769,0.005
B9H01_01025,B9H01_02345,66.5157,280398.0,6.077151118212356,0.005
B9H01_01030,B9H01_02345,66.5157,278556.0,6.077151118212356,0.005
B9H01_08495,B9H01_08500,66.5243,454.0,6.077334873801343,0.005
B9H01_07105,B9H01_07135,66.5254,1882.0,6.077358375735002,0.005
B9H01_07110,B9H01_07135,66.5254,1787.0,6.077358375735002,0.005
B9H01_00235,B9H01_10310,66.5266,77779.0,6.077384013771448,0.005
B9H01_01650,B9H01_01665,66.5383,1725.0,6.077633960752798,0.005
B9H01_01650,B9H01_01670,66.5383,2910.0,6.077633960752798,0.005
B9H01_05720,B9H01_06025,66.5404,61520.0,6.077678818448143,0.005
B9H01_05835,B9H01_06455,66.5466,121429.0,6.077811247316351,0.005
B9H01_05840,B9H01_06455,66.5466,120443.0,6.077811247316351,0.005
B9H01_05795,B9H01_05860,66.5623,15695.0,6.0781465370307055,0.005
B9H01_05795,B9H01_05865,66.5623,16464.0,6.0781465370307055,0.005
B9H01_00040,B9H01_10310,66.5636,52581.0,6.078174296380367,0.005
B9H01_05565,B9H01_05595,66.5807,4690.0,6.078539388882691,0.005
B9H01_05575,B9H01_05595,66.5807,3465.0,6.078539388882691,0.005
B9H01_02110,B9H01_07080,66.5913,1001789.0,6.078765657155184,0.005
B9H01_04700,B9H01_06385,66.595,338249.0,6.078844629235234,0.005
B9H01_04700,B9H01_06390,66.595,338470.0,6.078844629235234,0.005
B9H01_04700,B9H01_06395,66.595,338935.0,6.078844629235234,0.005
B9H01_04705,B9H01_06385,66.595,337365.0,6.078844629235234,0.005
B9H01_04705,B9H01_06390,66.595,337586.0,6.078844629235234,0.005
B9H01_04705,B9H01_06395,66.595,338051.0,6.078844629235234,0.005
B9H01_06040,B9H01_06110,66.5956,11690.0,6.0788574351111535,0.005
B9H01_00005,B9H01_00040,66.596,4866.0,6.078865972298617,0.005
B9H01_00010,B9H01_00040,66.596,3576.0,6.078865972298617,0.005
B9H01_10385,B9H01_10485,66.6003,16409.0,6.0789577438734,0.005
B9H01_03820,B9H01_09795,66.6058,912273.0,6.079075117612148,0.005
B9H01_03825,B9H01_09795,66.6058,912799.0,6.079075117612148,0.005
B9H01_00365,B9H01_08260,66.6082,536675.0,6.079126332251143,0.005
B9H01_00365,B9H01_08265,66.6082,535888.0,6.079126332251143,0.005
B9H01_00365,B9H01_08270,66.6082,535477.0,6.079126332251143,0.005
B9H01_03270,B9H01_09695,66.6094,810950.0,6.079151938888875,0.005
B9H01_04770,B9H01_05205,66.622,88988.0,6.079420781148406,0.005
B9H01_06785,B9H01_07705,66.6575,163074.0,6.0801779642415905,0.005
B9H01_04770,B9H01_08295,66.6631,678037.0,6.080297370928135,0.005
B9H01_10300,B9H01_10390,66.6678,21133.0,6.080397579626886,0.005
B9H01_10300,B9H01_10395,66.6678,21584.0,6.080397579626886,0.005
B9H01_10305,B9H01_10390,66.6678,20212.0,6.080397579626886,0.005
B9H01_10305,B9H01_10395,66.6678,20663.0,6.080397579626886,0.005
B9H01_02020,B9H01_09870,66.6733,528888.0,6.080514836287712,0.005
B9H01_07105,B9H01_07115,66.6771,139.0,6.080595844414128,0.005
B9H01_07105,B9H01_07120,66.6771,968.0,6.080595844414128,0.005
B9H01_07105,B9H01_07125,66.6771,1537.0,6.080595844414128,0.005
B9H01_07105,B9H01_07130,66.6771,1740.0,6.080595844414128,0.005
B9H01_07110,B9H01_07115,66.6771,44.0,6.080595844414128,0.005
B9H01_07110,B9H01_07120,66.6771,873.0,6.080595844414128,0.005
B9H01_07110,B9H01_07125,66.6771,1442.0,6.080595844414128,0.005
B9H01_07110,B9H01_07130,66.6771,1645.0,6.080595844414128,0.005
B9H01_06065,B9H01_06075,66.6916,1052.0,6.0809049125838435,0.005
B9H01_04065,B9H01_05125,66.7036,212227.0,6.08116064307556,0.005
B9H01_01205,B9H01_01210,66.7044,148.0,6.081177690163364,0.005
B9H01_01205,B9H01_01215,66.7044,948.0,6.081177690163364,0.005
B9H01_09805,B9H01_10325,66.7336,110538.0,6.081799771054202,0.005
B9H01_04745,B9H01_06000,66.7352,248788.0,6.081833849927944,0.005
B9H01_07145,B9H01_07155,66.7392,906.0,6.081919043590587,0.005
B9H01_07860,B9H01_08040,66.7422,37882.0,6.081982935536247,0.005
B9H01_06255,B9H01_07775,66.7469,291697.0,6.082083027229157,0.005
B9H01_06255,B9H01_07780,66.7469,291806.0,6.082083027229157,0.005
B9H01_06255,B9H01_07785,66.7469,292637.0,6.082083027229157,0.005
B9H01_01585,B9H01_06545,66.7549,999799.0,6.082253380100344,0.005
B9H01_01590,B9H01_06545,66.7549,999037.0,6.082253380100344,0.005
B9H01_01595,B9H01_06545,66.7549,998704.0,6.082253380100344,0.005
B9H01_05015,B9H01_05025,66.7669,313.0,6.08250887169706,0.005
B9H01_09840,B9H01_09850,66.7723,911.0,6.082623828155781,0.005
B9H01_09845,B9H01_09850,66.7723,65.0,6.082623828155781,0.005
B9H01_02860,B9H01_02885,66.7783,5529.0,6.082751546812149,0.005
B9H01_02865,B9H01_02885,66.7783,4325.0,6.082751546812149,0.005
B9H01_00900,B9H01_03610,66.7864,573064.0,6.082923949065024,0.005
B9H01_00905,B9H01_03610,66.7864,572419.0,6.082923949065024,0.005
B9H01_05720,B9H01_07900,66.7878,424009.0,6.08295374489723,0.005
B9H01_05720,B9H01_07905,66.7878,425698.0,6.08295374489723,0.005
B9H01_04195,B9H01_04210,66.7947,1979.0,6.0831005867948305,0.005
B9H01_04200,B9H01_04210,66.7947,1101.0,6.0831005867948305,0.005
B9H01_05875,B9H01_05895,66.8007,2104.0,6.083228263253633,0.005
B9H01_05875,B9H01_05900,66.8007,3306.0,6.083228263253633,0.005
B9H01_07775,B9H01_07910,66.8031,22373.0,6.083279330673551,0.005
B9H01_07780,B9H01_07910,66.8031,21622.0,6.083279330673551,0.005
B9H01_07785,B9H01_07910,66.8031,21118.0,6.083279330673551,0.005
B9H01_02770,B9H01_02820,66.8047,10702.0,6.083313374615942,0.005
B9H01_00035,B9H01_10295,66.8143,54575.0,6.083517621401653,0.005
B9H01_03035,B9H01_04750,66.8259,344447.0,6.083764381027709,0.005
B9H01_03040,B9H01_04750,66.8259,343109.0,6.083764381027709,0.005
B9H01_03270,B9H01_08935,66.8548,974882.0,6.084378969356222,0.005
B9H01_05100,B9H01_05110,66.8611,551.0,6.084512910607971,0.005
B9H01_05100,B9H01_05115,66.8611,970.0,6.084512910607971,0.005
B9H01_05100,B9H01_05120,66.8611,1178.0,6.084512910607971,0.005
B9H01_00745,B9H01_00760,66.8623,753.0,6.084538421817522,0.005
B9H01_00745,B9H01_00765,66.8623,990.0,6.084538421817522,0.005
B9H01_00745,B9H01_00770,66.8623,1425.0,6.084538421817522,0.005
B9H01_02410,B9H01_02550,66.8695,24286.0,6.084691479602125,0.005
B9H01_02410,B9H01_02555,66.8695,24758.0,6.084691479602125,0.005
B9H01_10290,B9H01_10470,66.8718,36366.0,6.084740369639194,0.005
B9H01_00305,B9H01_00320,66.8843,1640.0,6.085006047396025,0.005
B9H01_00310,B9H01_00320,66.8843,775.0,6.085006047396025,0.005
B9H01_09755,B9H01_09760,66.8909,4.0,6.085146305517941,0.005
B9H01_09755,B9H01_09765,66.8909,628.0,6.085146305517941,0.005
B9H01_06815,B9H01_06825,66.8935,818.0,6.0852015549737954,0.005
B9H01_06815,B9H01_06830,66.8935,1839.0,6.0852015549737954,0.005
B9H01_06820,B9H01_06825,66.8935,142.0,6.0852015549737954,0.005
B9H01_06820,B9H01_06830,66.8935,1163.0,6.0852015549737954,0.005
B9H01_02385,B9H01_02395,66.8937,196.0,6.085205804844301,0.005
B9H01_02390,B9H01_02395,66.8937,15.0,6.085205804844301,0.005
B9H01_04395,B9H01_10325,66.9003,906790.0,6.085346043548181,0.005
B9H01_00070,B9H01_09610,66.9037,201928.0,6.085418282409187,0.005
B9H01_07775,B9H01_07840,66.9287,10497.0,6.08594933945345,0.005
B9H01_07775,B9H01_07845,66.9287,10983.0,6.08594933945345,0.005
B9H01_07775,B9H01_07850,66.9287,11722.0,6.08594933945345,0.005
B9H01_07780,B9H01_07840,66.9287,9746.0,6.08594933945345,0.005
B9H01_07780,B9H01_07845,66.9287,10232.0,6.08594933945345,0.005
B9H01_07780,B9H01_07850,66.9287,10971.0,6.08594933945345,0.005
B9H01_07785,B9H01_07840,66.9287,9242.0,6.08594933945345,0.005
B9H01_07785,B9H01_07845,66.9287,9728.0,6.08594933945345,0.005
B9H01_07785,B9H01_07850,66.9287,10467.0,6.08594933945345,0.005
B9H01_07830,B9H01_07840,66.9488,1632.0,6.086376167596938,0.005
B9H01_07830,B9H01_07845,66.9488,2118.0,6.086376167596938,0.005
B9H01_07830,B9H01_07850,66.9488,2857.0,6.086376167596938,0.005
B9H01_02470,B9H01_02495,66.9654,4196.0,6.0867285772465225,0.005
B9H01_02470,B9H01_02500,66.9654,4878.0,6.0867285772465225,0.005
B9H01_10350,B9H01_10380,66.9702,3089.0,6.08683046278937,0.005
B9H01_10355,B9H01_10380,66.9702,2412.0,6.08683046278937,0.005
B9H01_02935,B9H01_02970,66.9736,4174.0,6.086902627362378,0.005
B9H01_10045,B9H01_10060,66.9753,733.0,6.086938708295282,0.005
B9H01_06515,B9H01_07620,66.9799,213469.0,6.087036334530845,0.005
B9H01_06515,B9H01_07625,66.9799,213996.0,6.087036334530845,0.005
B9H01_00820,B9H01_03980,66.9967,665921.0,6.087392826409746,0.005
B9H01_00825,B9H01_03980,66.9967,665500.0,6.087392826409746,0.005
B9H01_00830,B9H01_03980,66.9967,665112.0,6.087392826409746,0.005
B9H01_05220,B9H01_05235,67.0046,1465.0,6.087560432025808,0.005
B9H01_05225,B9H01_05235,67.0046,692.0,6.087560432025808,0.005
B9H01_04770,B9H01_05180,67.0082,84832.0,6.0876368028107395,0.005
B9H01_00040,B9H01_00220,67.016,19617.0,6.087802258977088,0.005
B9H01_00040,B9H01_00225,67.016,20617.0,6.087802258977088,0.005
B9H01_00040,B9H01_00230,67.016,20983.0,6.087802258977088,0.005
B9H01_10335,B9H01_10350,67.0341,3120.0,6.088186129042514,0.005
B9H01_10335,B9H01_10355,67.0341,3635.0,6.088186129042514,0.005
B9H01_10390,B9H01_10430,67.0637,5267.0,6.088813674438305,0.005
B9H01_10390,B9H01_10435,67.0637,5953.0,6.088813674438305,0.005
B9H01_10390,B9H01_10440,67.0637,6740.0,6.088813674438305,0.005
B9H01_10395,B9H01_10430,67.0637,4846.0,6.088813674438305,0.005
B9H01_10395,B9H01_10435,67.0637,5532.0,6.088813674438305,0.005
B9H01_10395,B9H01_10440,67.0637,6319.0,6.088813674438305,0.005
B9H01_05020,B9H01_05030,67.0739,1874.0,6.089029859965956,0.005
B9H01_05335,B9H01_05520,67.0768,26123.0,6.089091318564689,0.005
B9H01_05335,B9H01_05525,67.0768,26884.0,6.089091318564689,0.005
B9H01_05335,B9H01_05530,67.0768,27393.0,6.089091318564689,0.005
B9H01_05340,B9H01_05520,67.0768,25549.0,6.089091318564689,0.005
B9H01_05340,B9H01_05525,67.0768,26310.0,6.089091318564689,0.005
B9H01_05340,B9H01_05530,67.0768,26819.0,6.089091318564689,0.005
B9H01_03430,B9H01_03440,67.078,527.0,6.089116748943186,0.005
B9H01_09830,B9H01_09835,67.0811,274.0,6.089182442012949,0.005
B9H01_08615,B9H01_08675,67.0947,8270.0,6.0894706085244925,0.005
B9H01_08620,B9H01_08675,67.0947,7824.0,6.0894706085244925,0.005
B9H01_08970,B9H01_08980,67.1068,945.0,6.089726943587479,0.005
B9H01_02665,B9H01_03820,67.1131,245417.0,6.089860389269997,0.005
B9H01_02665,B9H01_03825,67.1131,245943.0,6.089860389269997,0.005
B9H01_04835,B9H01_05985,67.1246,217809.0,6.090103948769455,0.005
B9H01_02550,B9H01_09910,67.1261,624745.0,6.090135714368625,0.005
B9H01_02555,B9H01_09910,67.1261,625217.0,6.090135714368625,0.005
B9H01_00365,B9H01_04170,67.138,764145.0,6.09038769667402,0.005
B9H01_09570,B9H01_09585,67.142,2169.0,6.090472386726341,0.005
B9H01_09570,B9H01_09590,67.142,2794.0,6.090472386726341,0.005
B9H01_04750,B9H01_05125,67.1652,81060.0,6.090963491015357,0.005
B9H01_02740,B9H01_02750,67.169,1732.0,6.091043914579756,0.005
B9H01_10065,B9H01_10070,67.2019,255.0,6.091740025960793,0.005
B9H01_03420,B9H01_03425,67.204,161.0,6.091784447200433,0.005
B9H01_03865,B9H01_03875,67.2085,466.0,6.09187963096565,0.005
B9H01_00455,B9H01_00535,67.228,6756.0,6.092292021396201,0.005
B9H01_00455,B9H01_00540,67.228,7131.0,6.092292021396201,0.005
B9H01_00455,B9H01_00545,67.228,7640.0,6.092292021396201,0.005
B9H01_00455,B9H01_00550,67.228,7958.0,6.092292021396201,0.005
B9H01_00460,B9H01_00535,67.228,5905.0,6.092292021396201,0.005
B9H01_00460,B9H01_00540,67.228,6280.0,6.092292021396201,0.005
B9H01_00460,B9H01_00545,67.228,6789.0,6.092292021396201,0.005
B9H01_00460,B9H01_00550,67.228,7107.0,6.092292021396201,0.005
B9H01_03370,B9H01_03815,67.2282,100706.0,6.092296250430985,0.005
B9H01_05925,B9H01_05935,67.2403,1607.0,6.092552083975583,0.005
B9H01_05930,B9H01_05935,67.2403,107.0,6.092552083975583,0.005
B9H01_00960,B9H01_00975,67.2426,1470.0,6.092600708361413,0.005
B9H01_00960,B9H01_00980,67.2426,2521.0,6.092600708361413,0.005
B9H01_00965,B9H01_00975,67.2426,1033.0,6.092600708361413,0.005
B9H01_00965,B9H01_00980,67.2426,2084.0,6.092600708361413,0.005
B9H01_01705,B9H01_01710,67.2448,126.0,6.092647217110063,0.005
B9H01_01705,B9H01_01715,67.2448,900.0,6.092647217110063,0.005
B9H01_10320,B9H01_10500,67.2639,36503.0,6.093050934608812,0.005
B9H01_02440,B9H01_05835,67.2726,683083.0,6.093234789429651,0.005
B9H01_02440,B9H01_05840,67.2726,683304.0,6.093234789429651,0.005
B9H01_02445,B9H01_05835,67.2726,682503.0,6.093234789429651,0.005
B9H01_02445,B9H01_05840,67.2726,682724.0,6.093234789429651,0.005
B9H01_05760,B9H01_05775,67.2823,4407.0,6.093439749367671,0.005
B9H01_05760,B9H01_05780,67.2823,5642.0,6.093439749367671,0.005
B9H01_01615,B9H01_01630,67.2833,1206.0,6.093460877602613,0.005
B9H01_01615,B9H01_01635,67.2833,1772.0,6.093460877602613,0.005
B9H01_01615,B9H01_01640,67.2833,2659.0,6.093460877602613,0.005
B9H01_01620,B9H01_01630,67.2833,455.0,6.093460877602613,0.005
B9H01_01620,B9H01_01635,67.2833,1021.0,6.093460877602613,0.005
B9H01_01620,B9H01_01640,67.2833,1908.0,6.093460877602613,0.005
B9H01_01625,B9H01_01635,67.2833,546.0,6.093460877602613,0.005
B9H01_01625,B9H01_01640,67.2833,1433.0,6.093460877602613,0.005
B9H01_06040,B9H01_09785,67.2842,743893.0,6.093479892749508,0.005
B9H01_00900,B9H01_04460,67.3195,742695.0,6.094225511441784,0.005
B9H01_00905,B9H01_04460,67.3195,742050.0,6.094225511441784,0.005
B9H01_00400,B9H01_00420,67.3199,1430.0,6.094233958171151,0.005
B9H01_00400,B9H01_00425,67.3199,1958.0,6.094233958171151,0.005
B9H01_06580,B9H01_06635,67.3249,12277.0,6.0943395381157615,0.005
B9H01_06585,B9H01_06635,67.3249,11603.0,6.0943395381157615,0.005
B9H01_05590,B9H01_05595,67.3262,201.0,6.094366987635791,0.005
B9H01_07025,B9H01_08300,67.3679,226143.0,6.095247206826982,0.005
B9H01_04930,B9H01_04960,67.369,3686.0,6.095270418769698,0.005
B9H01_00395,B9H01_02805,67.3736,477878.0,6.0953674828476165,0.005
B9H01_00800,B9H01_00810,67.3809,950.0,6.095521505915355,0.005
B9H01_00800,B9H01_00815,67.3809,1212.0,6.095521505915355,0.005
B9H01_06170,B9H01_06190,67.3818,2418.0,6.095540493922126,0.005
B9H01_09785,B9H01_09800,67.4049,3589.0,6.096027767257345,0.005
B9H01_03700,B9H01_03705,67.4074,239.0,6.096080492598599,0.005
B9H01_04095,B9H01_04110,67.4306,1479.0,6.0965696918746675,0.005
B9H01_04100,B9H01_04110,67.4306,1303.0,6.0965696918746675,0.005
B9H01_04105,B9H01_04110,67.4306,55.0,6.0965696918746675,0.005
B9H01_01210,B9H01_01220,67.445,1057.0,6.096873249392084,0.005
B9H01_01215,B9H01_01220,67.445,38.0,6.096873249392084,0.005
B9H01_10320,B9H01_10490,67.4536,33637.0,6.097054510228469,0.005
B9H01_08035,B9H01_08040,67.4652,560.0,6.097298965518967,0.005
B9H01_07765,B9H01_07790,67.48,2100.0,6.097610796626422,0.005
B9H01_04810,B9H01_05515,67.4835,128434.0,6.097684530616051,0.005
B9H01_04815,B9H01_05515,67.4835,127772.0,6.097684530616051,0.005
B9H01_04820,B9H01_05515,67.4835,127536.0,6.097684530616051,0.005
B9H01_05535,B9H01_05550,67.4846,890.0,6.097707703377372,0.005
B9H01_05535,B9H01_05555,67.4846,1711.0,6.097707703377372,0.005
B9H01_05535,B9H01_05560,67.4846,2442.0,6.097707703377372,0.005
B9H01_05540,B9H01_05550,67.4846,351.0,6.097707703377372,0.005
B9H01_05540,B9H01_05555,67.4846,1172.0,6.097707703377372,0.005
B9H01_05540,B9H01_05560,67.4846,1903.0,6.097707703377372,0.005
B9H01_05545,B9H01_05555,67.4846,813.0,6.097707703377372,0.005
B9H01_05545,B9H01_05560,67.4846,1544.0,6.097707703377372,0.005
B9H01_00400,B9H01_00430,67.4864,2609.0,6.097745621638519,0.005
B9H01_00400,B9H01_00435,67.4864,2901.0,6.097745621638519,0.005
B9H01_05665,B9H01_05850,67.4957,41667.0,6.097941516779575,0.005
B9H01_05670,B9H01_05850,67.4957,41419.0,6.097941516779575,0.005
B9H01_00065,B9H01_00210,67.4975,14324.0,6.097979428895998,0.005
B9H01_08685,B9H01_08705,67.5015,2774.0,6.098063674476845,0.005
B9H01_08685,B9H01_08710,67.5015,3592.0,6.098063674476845,0.005
B9H01_08690,B9H01_08705,67.5015,1737.0,6.098063674476845,0.005
B9H01_08690,B9H01_08710,67.5015,2555.0,6.098063674476845,0.005
B9H01_05335,B9H01_06695,67.5126,275013.0,6.098297430199634,0.005
B9H01_05335,B9H01_06700,67.5126,276143.0,6.098297430199634,0.005
B9H01_05340,B9H01_06695,67.5126,274439.0,6.098297430199634,0.005
B9H01_05340,B9H01_06700,67.5126,275569.0,6.098297430199634,0.005
B9H01_00375,B9H01_00400,67.5499,3192.0,6.099082656302377,0.005
B9H01_10325,B9H01_10445,67.5531,20916.0,6.099150001643204,0.005
B9H01_01405,B9H01_09225,67.5587,529562.0,6.099267848425661,0.005
B9H01_10385,B9H01_10500,67.5624,20655.0,6.099345706197405,0.005
B9H01_04610,B9H01_06030,67.5628,279407.0,6.099354123002141,0.005
B9H01_04035,B9H01_04075,67.592,7551.0,6.099968417154885,0.005
B9H01_04035,B9H01_04080,67.592,8636.0,6.099968417154885,0.005
B9H01_04035,B9H01_04085,67.592,8926.0,6.099968417154885,0.005
B9H01_04035,B9H01_04090,67.592,9281.0,6.099968417154885,0.005
B9H01_00265,B9H01_10475,67.5959,54006.0,6.100050443494832,0.005
B9H01_00265,B9H01_10480,67.5959,52253.0,6.100050443494832,0.005
B9H01_00270,B9H01_10475,67.5959,54481.0,6.100050443494832,0.005
B9H01_00270,B9H01_10480,67.5959,52728.0,6.100050443494832,0.005
B9H01_10335,B9H01_10360,67.6085,4305.0,6.100315419801223,0.005
B9H01_10335,B9H01_10365,67.6085,4554.0,6.100315419801223,0.005
B9H01_03370,B9H01_05590,67.619,442095.0,6.100536196219345,0.005
B9H01_10275,B9H01_10280,67.6262,23.0,6.1006875662389,0.005
B9H01_01260,B9H01_01270,67.6352,695.0,6.100876756432015,0.005
B9H01_01265,B9H01_01270,67.6352,150.0,6.100876756432015,0.005
B9H01_04785,B9H01_07025,67.638,445719.0,6.100935610543598,0.005
B9H01_06535,B9H01_06565,67.641,6285.0,6.100998665856112,0.005
B9H01_06535,B9H01_06570,67.641,7183.0,6.100998665856112,0.005
B9H01_02020,B9H01_05345,67.6428,673613.0,6.101036497720815,0.005
B9H01_01600,B9H01_01605,67.6531,134.0,6.101252960979354,0.005
B9H01_05475,B9H01_05985,67.6586,97322.0,6.101368534855858,0.005
B9H01_07140,B9H01_07155,67.6624,1576.0,6.101448380489909,0.005
B9H01_00240,B9H01_10485,67.6706,44945.0,6.101620663908306,0.005
B9H01_00245,B9H01_10485,67.6706,46455.0,6.101620663908306,0.005
B9H01_00430,B9H01_00465,67.6813,3403.0,6.101845441825011,0.005
B9H01_00430,B9H01_00470,67.6813,3702.0,6.101845441825011,0.005
B9H01_00430,B9H01_00475,67.6813,4059.0,6.101845441825011,0.005
B9H01_00435,B9H01_00465,67.6813,3138.0,6.101845441825011,0.005
B9H01_00435,B9H01_00470,67.6813,3437.0,6.101845441825011,0.005
